chunk_id,document_id,chunk_index,text,text_length_chars,estimated_tokens,source_url,title,category,local_path
chunk_dddf624e758ec118138d,doc_5797d24512641e429f23,0,"Công nghệ kỹ thuật hóa học K68
Hóa học tài năng K67, K68
Công nghệ kỹ thuật hóa học chất lượng cao
Hóa học tiên tiến K67
Hóa dược chất lượng cao K67
Công nghệ kỹ thuật hóa học K68
Hóa học tài năng K67, K68
Công nghệ kỹ thuật hóa học chất lượng cao
Hóa học tiên tiến K67
Hóa dược chất lượng cao K67",297,74,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/hoa-hoc,Hóa học và Công nghệ,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__hoa-hoc\index.html
chunk_0d2d36b28e3725e12294,doc_0bd88f7c3c4b9aaeee7d,0,"Tài nguyên và Môi trường nước chuẩn
Khí tượng và khí hậu học chất lượng cao
Khí tượng và khí hậu học chuẩn
Hải dương học chất lượng cao
Tài nguyên và Môi trường nước chuẩn
Khí tượng và khí hậu học chất lượng cao
Khí tượng và khí hậu học chuẩn
Hải dương học chất lượng cao",271,68,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/khi-tuong-thuy-van-hai-duong-hoc,"Khí tượng, Khoa học và Công nghệ biển, Tài nguyên và Môi trường nước",program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__khi-tuong-thuy-van-hai-duong-hoc\index.html
chunk_a9e31f9d7684aeb6514d,doc_fd196a6083dfc41eef5d,0,"Môi trường, Sức khoẻ và An toàn
Khoa học Môi trường chất lượng cao
Công nghệ kỹ thuật môi trường
Khoa học và công nghệ thực phẩm
Môi trường, Sức khoẻ và An toàn
Khoa học Môi trường chất lượng cao
Công nghệ kỹ thuật môi trường
Khoa học và công nghệ thực phẩm",257,64,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/moi-truong,"Khoa học, Công nghệ Môi trường và Thực phẩm",program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__moi-truong\index.html
chunk_c628e6ef2b5ad8646c71,doc_0bcfbd73d33810463d3a,0,"Thạc sĩ Khoa học dữ liệu
Thạc sĩ Cơ sở toán học cho tin học
Tiến sĩ Đại số và lý thuyết số
Thạc sĩ Toán ứng dụng
Tiến sĩ Toán giải tích
Tiến sĩ Lý thuyết xác suất và thống kê toán học
Thạc sĩ Phương pháp toán sơ cấp
Tiến sĩ Cơ sở toán học cho tin học
Tiến sĩ Toán ứng dụng
Tiến sĩ Phương trình vi phân và tích phân
Thạc sĩ Khoa học dữ liệu
Thạc sĩ Cơ sở toán học cho tin học
Tiến sĩ Đại số và lý thuyết số
Thạc sĩ Toán ứng dụng
Tiến sĩ Toán giải tích
Tiến sĩ Lý thuyết xác suất và thống kê toán học
Thạc sĩ Phương pháp toán sơ cấp
Tiến sĩ Cơ sở toán học cho tin học
Tiến sĩ Toán ứng dụng
Tiến sĩ Phương trình vi phân và tích phân",629,157,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/toan-co-tin-hoc,"Toán, Toán ứng dụng và Tin học",program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__toan-co-tin-hoc\index.html
chunk_b33125b823dc68485fab,doc_58dfc017a9ba74e47238,0,"I. KHOA TOÁN - CƠ - TIN HỌC
Đào tạo cho xã hội những cán bộ có trình độ cử nhân khoa học, có kiến thức chuyên sâu về Toán học và khả năng ứng dụng Toán học vào các lĩnh vực khoa học, công nghệ, kinh tế, xã hội. Sinh viên được trang bị những kiến thức đại cương về khoa học xã hội và nhân văn, về khoa học tự nhiên và những kiến thức cơ bản về Toán học, đồng thời trang bị những kiến thức cơ sở của ngành và bước đầu đi sâu vào chuyên ngành. Sinh viên có khả năng sử dụng thành thạo một số ngôn ngữ lập trình cơ bản, một số thuật toán và phần mềm toán học. Sinh viên năm cuối có thể tham gia các hướng nghiên cứu đang được triển khai tại Khoa. Rèn luyện cho sinh viên khả năng tư duy chính xác của Toán học, tư duy thuật toán và phương pháp tiếp cận khoa học tới vấn đề thực tế.",777,194,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_b1be929e3f6494ddecf8,doc_58dfc017a9ba74e47238,1,"Rèn luyện cho sinh viên khả năng tư duy chính xác của Toán học, tư duy thuật toán và phương pháp tiếp cận khoa học tới vấn đề thực tế.
Cử nhân ngành Toán học có đủ năng lực làm công tác giảng dạy Toán học tại các trường đại học, cao đẳng, trung học phổ thông; làm việc tại các viện nghiên cứu, các cơ quan quản lý kinh tế, tài chính, các cơ sở sản xuất và kinh doanh có sử dụng kiến thức Toán học và Toán ứng dụng hoặc được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước.
Thực tế nhiều năm qua cho thấy sinh viên ngành Toán học nói riêng và Khoa Toán-Cơ-Tin học nói chung, khi ra trường đều được các cơ quan, doanh nghiệp trong và ngoài nước tiếp nhận và đánh giá rất cao.",679,170,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_93af64d62483777ee957,doc_58dfc017a9ba74e47238,2,"Thực tế nhiều năm qua cho thấy sinh viên ngành Toán học nói riêng và Khoa Toán-Cơ-Tin học nói chung, khi ra trường đều được các cơ quan, doanh nghiệp trong và ngoài nước tiếp nhận và đánh giá rất cao.
Hiện nay, nhiều cơ hội đến với viên ngành Toán học nói riêng và Khoa Toán-Cơ-Tin học nói chung vì một số lĩnh vực trọng điểm trong nền kinh tế quốc gia như công nghệ thông tin, bảo hiểm, ngân hàng và tài chính, …vv đang rất cần các chuyên gia Toán học, Toán ứng dụng.
2. Ngành Toán - Cơ
Đào tạo cho xã hội những cán bộ có trình độ cử nhân khoa học, có kiến thức chuyên sâu về Cơ học và có khả năng ứng dụng Toán học, Cơ học vào các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.",679,170,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_23f88be9306a774d3324,doc_58dfc017a9ba74e47238,3,"Đào tạo cho xã hội những cán bộ có trình độ cử nhân khoa học, có kiến thức chuyên sâu về Cơ học và có khả năng ứng dụng Toán học, Cơ học vào các lĩnh vực khoa học, công nghệ, kinh tế, xã hội. Sinh viên được trang bị những kiến thức đại cương về khoa học xã hội và nhân văn, về khoa học tự nhiên và những kiến thức cơ bản về Toán học - Cơ học, Tin học, Toán ứng dụng, đồng thời trang bị những kiến thức cơ sở của ngành và bước đầu đi sâu vào chuyên ngành. Sinh viên có khả năng sử dụng thành thạo một số ngôn ngữ lập trình cơ bản, một số thuật toán và phần mềm toán học. Sinh viên được tham gia các hướng nghiên cứu Cơ học đang được triển khai tại Khoa.",652,163,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_ad957ef9a8da5be9f419,doc_58dfc017a9ba74e47238,4,"Sinh viên có khả năng sử dụng thành thạo một số ngôn ngữ lập trình cơ bản, một số thuật toán và phần mềm toán học. Sinh viên được tham gia các hướng nghiên cứu Cơ học đang được triển khai tại Khoa.
Sinh viên tốt nghiệp cử nhân ngành Toán-Cơ có đủ khả năng làm công tác giảng dạy Toán học, Cơ học tại các trường đại học, cao đẳng, trung học phổ thông, hoặc làm việc tại các viện nghiên cứu, các cơ quan quản lý, sản xuất và kinh doanh có sử dụng kiến thức Toán học, Cơ học, ví dụ trong các lĩnh vực như xây dựng, chế tạo máy, khoa học vật liệu, …vv hoặc được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước.
3. Ngành Toán - Tin Ứng dụng",641,160,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_d48cea185f615dbefc1f,doc_58dfc017a9ba74e47238,5,"máy, khoa học vật liệu, …vv hoặc được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước.
3. Ngành Toán - Tin Ứng dụng
Đào tạo những cử nhân khoa học có kiến thức chuyên sâu về Toán ứng dụng, Tin học và có khả năng áp dụng kiến thức Toán học-Tin học vào các lĩnh vực khoa học, công nghệ, kinh tế, xã hội. Sinh viên được trang bị những kiến thức đại cương về khoa học xã hội, khoa học tự nhiên và những kiến thức cơ bản về Toán ứng dụng-Tin học, đồng thời trang bị những kiến thức cơ sở của ngành và bước đầu đi sâu vào chuyên ngành. Sinh viên có khả năng xây dựng mô hình toán học cho các bài toán thực tế, sử dụng thành thạo một số ngôn ngữ lập trình, các kiến thức về thuật toán và công nghệ phần mềm.",706,176,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_b8e06dac38c301e96d14,doc_58dfc017a9ba74e47238,6,"Sinh viên có khả năng xây dựng mô hình toán học cho các bài toán thực tế, sử dụng thành thạo một số ngôn ngữ lập trình, các kiến thức về thuật toán và công nghệ phần mềm. Sinh được tham gia các hướng nghiên cứu về Toán ứng dụng và Tin học đang được triển khai tại Khoa.
Sinh viên tốt nghiệp đủ năng lực giảng dạy Toán-Tin tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và trung học phổ thông, hoặc làm việc tại các viện nghiên cứu, các cơ quan quản lý, các cơ sở sản xuất và kinh doanh có sử dụng kiến thức Toán ứng dụng và Tin học, các công ty lập trình, gia công phần mềm, hay phân tích thiết kế hệ thống. Số liệu thống kê cho thấy cơ hội việc làm cũng như mức thu nhập của sinh viên ngành Toán-Tin ứng dụng sau khi tốt nghiệp là rất cao.",761,190,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_beffc6999a6040729124,doc_58dfc017a9ba74e47238,7,"Số liệu thống kê cho thấy cơ hội việc làm cũng như mức thu nhập của sinh viên ngành Toán-Tin ứng dụng sau khi tốt nghiệp là rất cao. Sinh viên còn có thể được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước.
4. Ngành Sư phạm Toán
Đào tạo cử nhân khoa học Toán học hệ Sư phạm được thực hiện từ năm 2000 nhằm mục đích đào tạo các cử nhân khoa học nắm vững kiến thức Toán học, có kỹ năng và nghiệp vụ sư phạm cao để đảm nhận công tác giảng dạy Toán học các trường đại học, cao đẳng, trung học chuyên nghiệp và THPT.
Sinh viên tốt nghiệp ngành Sư phạm Toán đủ năng lực làm công tác giảng dạy Toán học tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và trung học phổ thông, các cơ quan nghiên cứu Toán học và quản lý giáo dục,...",750,188,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_6a035100b3b64775af74,doc_58dfc017a9ba74e47238,8,"Sinh viên tốt nghiệp ngành Sư phạm Toán đủ năng lực làm công tác giảng dạy Toán học tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và trung học phổ thông, các cơ quan nghiên cứu Toán học và quản lý giáo dục,... hoặc được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước.
Trang bị cho sinh viên kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, kiến thức cơ bản về vật lý, toán, điện tử-tin học,... và các kiến thức chuyên ngành; kỹ năng thực hành và ứng dụng trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.",550,138,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_8509bd1f1c2ae9111ae9,doc_58dfc017a9ba74e47238,9,"Trang bị cho sinh viên kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, kiến thức cơ bản về vật lý, toán, điện tử-tin học,... và các kiến thức chuyên ngành; kỹ năng thực hành và ứng dụng trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.
Sinh viên tốt nghiệp có khả năng giảng dạy tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và THPT, làm việc tại các viện nghiên cứu, cơ quan quản lý, sản xuất-kinh doanh, các tập đoàn kinh tế manh, các công ty có vốn đầu tư trong nước và nước ngoài có liên quan đến điện tử, tin học, viễn thông, v.v. hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
2. Ngành Khoa học Vật liệu",672,168,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_35c22f603d43613f50f0,doc_58dfc017a9ba74e47238,10,"tin học, viễn thông, v.v. hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
2. Ngành Khoa học Vật liệu
Đáp ứng sự phát triển của khoa học vật liệu mới, trong đó có khoa học và công nghệ nano được nhà nước xác định là một trong những ngành khoa học mũi nhọn của đất nước. Khoa Vật lý là cơ sở đào tạo hàng đầu ở Việt Nam về vấn đề này. Đội ngũ giáo sư, giảng viên có chuyên môn cao và các thiết bị nghiên cứu và học tập hiện đại tiên tiến để sinh viên có thể tiếp cận đến các vấn đề mới nhất của vật liệu mới và công nghệ nano. Chương trình đào tạo cử nhân Khoa học vật liệu trang bị cho sinh viên các kiến thức cơ bản về vật lý, toán học, tin học, hoá học, khoa học và công nghệ vật liệu, đặc biệt là vật liệu điện tử nano (vật liệu từ, vật liệu bán dẫn).",775,194,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_6fd4a006a8340b938a0d,doc_58dfc017a9ba74e47238,11,"Chương trình đào tạo cử nhân Khoa học vật liệu trang bị cho sinh viên các kiến thức cơ bản về vật lý, toán học, tin học, hoá học, khoa học và công nghệ vật liệu, đặc biệt là vật liệu điện tử nano (vật liệu từ, vật liệu bán dẫn). Sinh viên cũng được trang bị các kiến thức về khoa học công nghệ các vật liệu tiên tiến khác như hợp kim đặc chủng, vật liệu tổ hợp, vật liệu nanô, các vật liệu quang điện tử sử dụng trong nhiều lĩnh vực như sợi cáp quang, laser... những vật liệu nền tảng của cuộc cách mạng khoa học và kỹ thuật của thế kỷ 21.",539,135,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_7883dd3983f3efed263f,doc_58dfc017a9ba74e47238,12,"nhiều lĩnh vực như sợi cáp quang, laser... những vật liệu nền tảng của cuộc cách mạng khoa học và kỹ thuật của thế kỷ 21.
Sinh viên ngành Khoa học vật liệu đủ năng lực làm việc ở các hãng công nghệ cao, các viện nghiên cứu, các tập đoàn kinh tế mạnh của Nhà nước, của nước ngoài, các trường đại học. Đặc biệt là sinh viên ngành này, nếu tốt nghiệp loại khá hoặc giỏi, ngoại ngữ tốt có khả năng học tập và nghiên cứu ở các nước tiên tiến như Mỹ, Châu Âu, Nhật Bản,… Hàng năm Khoa Vật lí giới thiệu hàng chục suất học bổng cho sinh viên du học sau đại học ở các nước tiên tiến. Ngoài ra, sinh viên có thể được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước
3. Ngành Công nghệ hạt nhân",689,172,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_4e9fad6078536150020d,doc_58dfc017a9ba74e47238,13,"tiến. Ngoài ra, sinh viên có thể được đào tạo tiếp thạc sĩ và tiến sĩ ở trong và ngoài nước
3. Ngành Công nghệ hạt nhân
Công nghệ hạt nhân là ngành đào tạo rất cần thiết phù hợp chủ trương của Đảng và nhà nước về phát triển ngành điện hạt nhân hiện nay. Nhu cầu của đất nước về nhân lực liên quan đến công nghệ hạt nhân là rất lớn. Khoa Vật lý là đơn vị hàng đầu ở Việt Nam đã được đầu tư một dự án 4 triệu đô la Mỹ để cung ứng nguồn nhân lực phục vụ nhu cầu này của đất nước.
Sinh viên trang bị những kiến thức về công nghệ hạt nhân cơ bản, hiện đại và cập nhật các tiến bộ của công nghệ và vật lí hạt nhân trên thế giới, được tham quan và thực tập thực tế tại các cơ sở hạt nhân trong nước.
Đủ năng lực làm việc trên các lĩnh vực khác nhau của nền kinh tế quốc dân như",770,192,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_ac5256e0df0ef6ed4271,doc_58dfc017a9ba74e47238,14,"Sinh viên trang bị những kiến thức về công nghệ hạt nhân cơ bản, hiện đại và cập nhật các tiến bộ của công nghệ và vật lí hạt nhân trên thế giới, được tham quan và thực tập thực tế tại các cơ sở hạt nhân trong nước.
Đủ năng lực làm việc trên các lĩnh vực khác nhau của nền kinh tế quốc dân như
ngành năng lượng hạt nhân để phục vụ nhu cầu điện hạt nhân trong tương lai của đất nước
, các ngành khoa học và kĩ thuật hạt nhân cơ bản và ứng dụng; các ngành kinh tế thuộc các lĩnh vực công nghiệp, nông nghiệp; y học xạ trị, khảo cổ học, địa chất thuỷ văn. Giảng dạy tại các trường đại học, cao đẳng hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
4. Ngành Sư phạm Vật lý",689,172,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_f8cd3ef4724f61fbd66e,doc_58dfc017a9ba74e47238,15,"Giảng dạy tại các trường đại học, cao đẳng hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
4. Ngành Sư phạm Vật lý
Kết hợp với Khoa sư phạm-ĐHQGHN, Khoa Vật lý đã và đang đào tạo Cử nhân Sư phạm Vật lý với các yêu cầu đặc thù riêng:
Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, ngoại ngữ, tin học; kiến thức cơ bản và chuyên sâu về vật lý; về khoa học giáo dục và sư phạm; kỹ năng sử dụng các phương pháp cơ bản, hiện đại giảng dạy Vật lý và công nghệ dạy học.
Sinh viên tốt nghiệp có đủ khả năng giảng dạy tại các trường đại học, cao đẳng, trung học chuyên nghiệp, THPT, làm việc tại các viện nghiên cứu, cơ quan quản lý, sản xuất-kinh doanh, hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.",778,194,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_57477f4c414ea84ee302,doc_58dfc017a9ba74e47238,16,"Sinh viên tốt nghiệp có đủ khả năng giảng dạy tại các trường đại học, cao đẳng, trung học chuyên nghiệp, THPT, làm việc tại các viện nghiên cứu, cơ quan quản lý, sản xuất-kinh doanh, hoặc có thể được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
Trang bị cho sinh viên kiến thức đại cương về khoa học xã hội, khoa học tự nhiên, những kiến thức cơ bản về Hoá học, được tiếp cận, thực hành trên những trang thiết bị máy móc hiện đại phục vụ nghiên cứu khoa học và nâng cao kỹ năng thực hành, những kiến thức cơ sở của ngành và chuyên ngành, hình thành và phát triển tư duy nghiên cứu và làm việc độc lập, có khả năng ứng dụng Hoá học vào giải quyết các bài toán thực tế trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.",731,183,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_534c43856cf81d26dd84,doc_58dfc017a9ba74e47238,17,"có khả năng ứng dụng Hoá học vào giải quyết các bài toán thực tế trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.
Sinh viên tốt nghiệp có đủ khả năng đảm nhận các công việc phù hợp với chuyên môn tại bất kỳ nơi nào ở trong và ngoài nước; giảng dạy tại các trường đại học, cao đẳng, THPT, làm việc tại các viện nghiên cứu, các cơ quan quản lý, các cơ sở sản xuất và kinh doanh có sử dụng kiến thức hoá học, hoặc có thể được đào tạo thạc sĩ, tiến sĩ ở trong và ngoài nước.
2. Ngành Công nghệ Hoá học
Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, kiến thức cơ bản về Hoá học và kiến thức chuyên sâu về Công nghệ các quá trình Hóa học, tiếp cận những trang thiết bị máy móc hiện đại phục vụ nghiên cứu khoa học và công nghệ.",770,192,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_baee532e8cac7d87a1dd,doc_58dfc017a9ba74e47238,18,"Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, kiến thức cơ bản về Hoá học và kiến thức chuyên sâu về Công nghệ các quá trình Hóa học, tiếp cận những trang thiết bị máy móc hiện đại phục vụ nghiên cứu khoa học và công nghệ. có khả năng ứng dụng công nghệ giải quyết các bài toán thực tế trong các lĩnh vực khoa học, kinh tế, xã hội, môi trường.
Sinh viên sau khi tốt nghiệp có đủ khả năng làm việc tại các viện nghiên cứu, các cơ quan quản lý, các cơ sở sản xuất và kinh doanh, các công ty liên doanh có sử dụng kiến thức công nghệ hoá học và hoá học; giảng dạy tại các trường đại học, cao đẳng, THPT, hoặc được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
3. Ngành Cử nhân Sư phạm Hoá học",738,184,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_a6e8e7d9cb7f24b31d4d,doc_58dfc017a9ba74e47238,19,"giảng dạy tại các trường đại học, cao đẳng, THPT, hoặc được đào tạo tiếp thạc sĩ, tiến sĩ ở trong và ngoài nước.
3. Ngành Cử nhân Sư phạm Hoá học
Kết hợp với Khoa sư phạm-ĐHQGHN, Khoa Hóa học đã và đang đào tạo Cử nhân Sư phạm Hóa với các yêu cầu đặc thù riêng:
Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, ngoại ngữ, tin học; kiến thức cơ bản và chuyên sâu về Hóa học; về khoa học giáo dục và sư phạm. Kỹ năng sử dụng các phương pháp cơ bản, hiện đại trong Hóa học và công nghệ dạy học.",530,132,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_9329a4de99b046107c81,doc_58dfc017a9ba74e47238,20,"Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, ngoại ngữ, tin học; kiến thức cơ bản và chuyên sâu về Hóa học; về khoa học giáo dục và sư phạm. Kỹ năng sử dụng các phương pháp cơ bản, hiện đại trong Hóa học và công nghệ dạy học.
Sinh viên sau khi tốt nghiệp có đủ khả năng giảng dạy tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và THPT, làm việc tại các viện nghiên cứu, cơ quan quản lý, sản xuất-kinh doanh, hoặc có thể được đào tạo tiếp bậc thạc sĩ, tiến sĩ ở trong và ngoài nước.",545,136,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_0c101cd0f82095c92de1,doc_58dfc017a9ba74e47238,21,"Sinh viên sau khi tốt nghiệp có đủ khả năng giảng dạy tại các trường đại học, cao đẳng, trung học chuyên nghiệp, dạy nghề và THPT, làm việc tại các viện nghiên cứu, cơ quan quản lý, sản xuất-kinh doanh, hoặc có thể được đào tạo tiếp bậc thạc sĩ, tiến sĩ ở trong và ngoài nước.
Trang bị cho sinh viên những kiến thức đại cương về khoa học tự nhiên, khoa học xã hội, những kiến thức cơ bản về Sinh học, những nguyên lý cơ bản và các quá trình sinh học ở các mức độ khác nhau của khoa học sự sống (phân tử, tế bào, cơ quan, cơ thể, quần thể, quần xã), mối quan hệ của chúng với nhau và với môi trường ngoài.",604,151,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_64ddc18eb8ca4beef4b1,doc_58dfc017a9ba74e47238,22,"học sự sống (phân tử, tế bào, cơ quan, cơ thể, quần thể, quần xã), mối quan hệ của chúng với nhau và với môi trường ngoài. những kiến thức cơ sở của ngành và chuyên ngành, được trang bị các phương pháp thu thập mẫu, đo đạc và tổng hợp, phân tích các số liệu phục vụ công tác nghiên cứu khoa học, kỹ năng thực hành, được tiếp cận những trang thiết bị máy móc, phát triển tư duy nghiên cứu và làm việc độc lập. có khả năng ứng dụng Sinh học vào giải quyết các bài toán thực tế trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.",531,133,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
chunk_554b177596f2e8bcc59b,doc_58dfc017a9ba74e47238,23,"có khả năng ứng dụng Sinh học vào giải quyết các bài toán thực tế trong các lĩnh vực khoa học, công nghệ, kinh tế, xã hội.
Sinh viên sau khi tốt nghiệp có đủ khả năng đảm nhận các công việc phù hợp với chuyên môn tại bất kỳ nơi nào ở trong và ngoài nước; làm việc tại các viện nghiên cứu, các cơ quan quản lý, các bệnh viện, các khu công nghiệp tập trung, các công ty có vốn đầu tư nước ngoài, các cơ sở sản xuất và kinh doanh có sử dụng kiến thức sinh học. Giảng dạy tại các trường đại học, cao đẳng, THPT hoặc được đào tạo tiếp thạc sĩ và tiến sĩ trong và ngoài nước.
2. Ngành Công nghệ Sinh học",597,149,https://hus.vnu.edu.vn/dao-tao/bac-dai-hoc/vat-ly,Bậc đại học,program,data\raw\web\2026-05-17\hus.vnu.edu.vn\dao-tao__bac-dai-hoc__vat-ly\index.html
